surface	character	archetype_or_deck	pilot	cut	n_runs	n_fights	n_combats	seed	stamp	damage_all_ops	damage_from_reactions	damage_from_base_ops	share_pooled	share_pooled_ci_lo	share_pooled_ci_hi	share_fight_mean	share_fight_mean_ci_lo	share_fight_mean_ci_hi	amp	splash	dot	reactions	reactions_per_fight	fights_with_any_reaction_damage	aura_ops_total	aura_ops_per_fight	aura_ops_detail	aura_applications	aura_applications_per_fight	aura_applications_by_source	aura_applications_by_element	auras_wasted	reactions_by_name	reaction_payoff_evaluated	reaction_payoff_fired	reaction_payoff_rate	reaction_payoff_detail	reaction_payoff_absent	aura_payoff_evaluated	aura_payoff_fired	aura_payoff_rate	aura_payoff_detail	aura_payoff_absent	payoff_cards_drafted
battery	furina	fanfare_weighted	fanfare	swarm		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	35000	4	34996	0.00011	0.0	0.00034	0.00011	-0.00011	0.00034	0	0	4	3	0.006	1	26	0.052	apply_aura=6;swirl=20	124	0.248	apply_aura_op=5;hit=113;swirl_spread=6	cryo=9;electro=1;hydro=109;pyro=5	3	electrocharged=1;swirl=2	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	fanfare_weighted	fanfare	tank_boss		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	120000	97	119903	0.00081	0.00038	0.00133	0.00081	0.00033	0.00129	34	0	63	60	0.12	13	116	0.232	apply_aura=38;swirl=78	395	0.79	apply_aura_op=31;hit=352;swirl_spread=12	cryo=68;electro=25;hydro=284;pyro=18	132	electrocharged=10;frozen=29;swirl=12;vaporize=9	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	furina	fanfare_weighted	fanfare	all		3000	3500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	410000	193	409807	0.00047	0.00029	0.00067	0.00033	0.0002	0.00047	60	0	133	137	0.0391	33	362	0.1034	apply_aura=90;swirl=272	1693	0.4837	apply_aura_op=78;hit=1566;swirl_spread=49	cryo=226;electro=74;hydro=1326;pyro=67	408	electrocharged=23;frozen=56;swirl=37;vaporize=21	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	starter	generic	attrition		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	75000	0	75000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	1751	3.502	hit=1751	hydro=1751	751	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	starter	generic	burst_check		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	30000	0	30000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	534	1.068	hit=534	hydro=534	34	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	starter	generic	gauntlet		500	1000	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	86323	0	86323	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	3669	3.669	hit=3669	hydro=3669	687	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	starter	generic	punisher		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	53440	0	53440	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	999	1.998	hit=999	hydro=999	524	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	starter	generic	swarm		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	35000	0	35000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	2592	5.184	hit=2592	hydro=2592	92	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	starter	generic	tank_boss		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	107083	0	107083	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	1135	2.27	hit=1135	hydro=1135	635	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	starter	generic	all		3000	3500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	386846	0	386846	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	10680	3.0514	hit=10680	hydro=10680	2723	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	commander_weighted	commander	attrition		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	75000	6493	68507	0.08657	0.08147	0.09179	0.08657	0.08142	0.09172	908	216	5369	1423	2.846	459	292	0.584	swirl=292	2943	5.886	hit=2553;swirl_spread=390	electro=353;hydro=2503;pyro=87	638	electrocharged=973;overload=22;swirl=224;vaporize=204	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	commander_weighted	commander	burst_check		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	30000	721	29279	0.02403	0.02043	0.0277	0.02403	0.02041	0.02765	359	72	290	599	1.198	155	159	0.318	swirl=159	1092	2.184	hit=988;swirl_spread=104	electro=162;hydro=882;pyro=48	78	electrocharged=398;overload=12;swirl=104;vaporize=85	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	commander_weighted	commander	gauntlet		500	1000	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	92486	5352	87134	0.05787	0.05353	0.06218	0.05288	0.04872	0.05705	889	346	4117	1506	1.506	563	403	0.403	swirl=403	4930	4.93	hit=4499;swirl_spread=431	electro=749;hydro=4052;pyro=129	1014	electrocharged=1066;overload=29;swirl=222;vaporize=189	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	commander_weighted	commander	punisher		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	57494	4188	53306	0.07284	0.0679	0.07776	0.07283	0.0679	0.07777	578	96	3514	815	1.63	389	218	0.436	swirl=218	1413	2.826	hit=1276;swirl_spread=137	electro=214;hydro=1146;pyro=53	178	electrocharged=542;overload=16;swirl=137;vaporize=120	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	commander_weighted	commander	swarm		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	35000	1134	33866	0.0324	0.02649	0.03866	0.0324	0.02625	0.03855	317	244	573	692	1.384	173	186	0.372	swirl=186	3508	7.016	hit=3213;swirl_spread=295	electro=533;hydro=2899;pyro=76	827	electrocharged=524;overload=12;swirl=86;vaporize=70	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	commander_weighted	commander	tank_boss		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	119950	9223	110727	0.07689	0.07263	0.08121	0.07687	0.07255	0.08118	1177	102	7944	1353	2.706	473	269	0.538	swirl=269	1998	3.996	hit=1801;swirl_spread=197	electro=269;hydro=1659;pyro=70	215	electrocharged=920;overload=17;swirl=197;vaporize=219	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	commander_weighted	commander	all		3000	3500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	409930	27111	382819	0.06614	0.06397	0.06823	0.05693	0.05483	0.05902	4228	1076	21807	6388	1.8251	2212	1527	0.4363	swirl=1527	15884	4.5383	hit=14330;swirl_spread=1554	electro=2280;hydro=13141;pyro=463	2950	electrocharged=4423;overload=108;swirl=970;vaporize=887	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	priest_weighted	priest	attrition		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	75000	0	75000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	1817	3.634	hit=1817	hydro=1817	817	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	priest_weighted	priest	burst_check		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	30000	0	30000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	597	1.194	hit=597	hydro=597	97	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	priest_weighted	priest	gauntlet		500	1000	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	92500	0	92500	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	3831	3.831	hit=3831	hydro=3831	850	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	priest_weighted	priest	punisher		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	57500	0	57500	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	715	1.43	hit=715	hydro=715	215	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	priest_weighted	priest	swarm		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	35000	0	35000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	3104	6.208	hit=3104	hydro=3104	623	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	priest_weighted	priest	tank_boss		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	120000	0	120000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	776	1.552	hit=776	hydro=776	276	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	priest_weighted	priest	all		3000	3500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	410000	0	410000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	10840	3.0971	hit=10840	hydro=10840	2878	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	assist_weighted	assist	attrition		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	75000	1003	73997	0.01337	0.01128	0.01565	0.01337	0.01117	0.01558	179	0	824	207	0.414	137	36	0.072	swirl=36	2020	4.04	hit=1958;swirl_spread=62	electro=26;hydro=1991;pyro=3	834	electrocharged=134;swirl=33;vaporize=40	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	assist_weighted	assist	burst_check		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	29997	106	29891	0.00353	0.00223	0.0051	0.00353	0.0021	0.00497	30	0	76	65	0.13	24	21	0.042	swirl=21	771	1.542	hit=752;swirl_spread=19	electro=6;hydro=763;pyro=2	212	electrocharged=38;swirl=19;vaporize=8	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	assist_weighted	assist	gauntlet		500	1000	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	86708	298	86410	0.00344	0.00232	0.00477	0.00316	0.00219	0.00413	60	0	238	108	0.108	47	32	0.032	swirl=32	4130	4.13	hit=4102;swirl_spread=28	electro=28;hydro=4097;pyro=5	1130	electrocharged=76;swirl=19;vaporize=13	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	assist_weighted	assist	punisher		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	53608	212	53396	0.00395	0.00246	0.00556	0.00376	0.00228	0.00524	18	0	194	43	0.086	26	12	0.024	swirl=12	1276	2.552	hit=1265;swirl_spread=11	electro=1;hydro=1273;pyro=2	770	electrocharged=27;swirl=11;vaporize=5	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	assist_weighted	assist	swarm		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	35000	91	34909	0.0026	0.00149	0.00414	0.0026	0.00132	0.00388	38	0	53	66	0.132	21	20	0.04	swirl=20	2831	5.662	hit=2814;swirl_spread=17	electro=27;hydro=2801;pyro=3	325	electrocharged=51;swirl=8;vaporize=7	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	assist_weighted	assist	tank_boss		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	113632	834	112798	0.00734	0.00599	0.00878	0.00716	0.00577	0.00856	79	0	755	131	0.262	94	31	0.062	swirl=31	1526	3.052	hit=1497;swirl_spread=29	electro=5;hydro=1519;pyro=2	901	electrocharged=88;swirl=29;vaporize=14	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	kokomi	assist_weighted	assist	all		3000	3500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	393945	2544	391401	0.00646	0.00578	0.00717	0.00525	0.00466	0.00584	404	0	2140	620	0.1771	349	152	0.0434	swirl=152	12554	3.5869	hit=12388;swirl_spread=166	electro=93;hydro=12444;pyro=17	4172	electrocharged=414;swirl=119;vaporize=87	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	ref_ironclad	starter	generic	attrition		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	75000	0	75000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	0	0.0	-	-	0	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	ref_ironclad	starter	generic	burst_check		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	30000	0	30000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	0	0.0	-	-	0	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	ref_ironclad	starter	generic	gauntlet		500	1000	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	85456	0	85456	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	0	0.0	-	-	0	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	ref_ironclad	starter	generic	punisher		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	55670	0	55670	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	0	0.0	-	-	0	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	ref_ironclad	starter	generic	swarm		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	35000	0	35000	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	0	0.0	-	-	0	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	ref_ironclad	starter	generic	tank_boss		500	500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	102388	0	102388	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	0	0.0	-	-	0	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
battery	ref_ironclad	starter	generic	all		3000	3500	20260805	tier0 battery frozen (M2)  fights/encounter=500 seed=20260805  D14/C4	383514	0	383514	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	-	0	0.0	-	-	0	-	0	0	0.0	-	reaction_triggered_by_this,reaction_triggered_this_turn	0	0	0.0	-	target_has_nonpyro_aura	
